Область,Товар,Количество
КИРОВОГРАДСКАЯ,Ксігдуо Пролонг табл.в / пл.об.прол.дії 5 / 1000мг №28 (7х4) блістер,1
КИРОВОГРАДСКАЯ,Пульмікорт Турбухалер пор.д / інг. 200мкг / доза 100 доз ***,1
КИРОВОГРАДСКАЯ,Пульмікорт сусп.д / розп.0.25мг / мл 2 мл N20 (5х4) *,70
КИРОВОГРАДСКАЯ,Пульмікорт сусп.д / розп.0.5мг / мл 2 мл N20 (5х4) ***,121
КИРОВОГРАДСКАЯ,Симбікорт Турбухалер пор.д / інг.320мкг / 9мкг / доза 60 доз ***,30
КИРОВОГРАДСКАЯ,Симбікорт Турбухалер пор.д / інг.80мкг / 4.5мкг / доза 60 доз ***,38
КИРОВОГРАДСКАЯ,Форксіга табл.в / пл.об.10мг №30 (10х3) блістер*,41
ЛЬВОВСКАЯ,Беталок ЗОК табл.в / пл.об. з упов.вив.100мг N30 фл. *,30
ЛЬВОВСКАЯ,Беталок ЗОК табл.в / пл.об. з упов.вив.25мг N14 блістер *,98
ЛЬВОВСКАЯ,Беталок ЗОК табл.в / пл.об. з упов.вив.50мг N30 фл. *,120
ЛЬВОВСКАЯ,Беталок р-н д / ін.1мг / мл 5 мл амп. N5 *,3
ЛЬВОВСКАЯ,Брилінта табл. в / пл.об. 60мг №56 (14х4) блістер,6
ЛЬВОВСКАЯ,Брилінта табл. в / пл.об. 90мг №56 (14х4) блістер,215
ЛЬВОВСКАЯ,Будесонід Астразенека сусп.д/расп.0.25 мг/мл 2мл конт.конв.№20(5х4) карт уп*,4
ЛЬВОВСКАЯ,Будесонід Астразенека сусп.д/расп.0.5 мг/мл конт.конв.№20(5х4) карт уп***,47
ЛЬВОВСКАЯ,Золадекс капс.д / підшк.введ.прол.дії10.8мг шпр.-аплік.з зах.мех.N1 *,13
ЛЬВОВСКАЯ,Золадекс капс.д / підшк.введен.прол.дії 3.6мг шпр.-аплік.з зах.мех.N1 *,15
ЛЬВОВСКАЯ,Касодекс табл. в / пл.об. 50мг N28 (14х2) блістер *,4
ЛЬВОВСКАЯ,Комбогліза XR табл. в / пл.об. 5 мг / 1000мг №28 (7х4),23
ЛЬВОВСКАЯ,Крестор табл. в / пл.об. 40мг N28 (7х4),160
ЛЬВОВСКАЯ,Крестор табл. в / пл.об. 5мг N28 (14х2) блістер,85
ЛЬВОВСКАЯ,Крестор табл.в / пл.об. 20мг N28 (14х2) блістер,156
ЛЬВОВСКАЯ,Крестор табл.в / пл.об.10мг N28 (14х2),268
ЛЬВОВСКАЯ,Ксігдуо Пролонг табл.в / пл.об.прол.дії 10 / 1000мг №28 (7х4) блістер,312
ЛЬВОВСКАЯ,Ксігдуо Пролонг табл.в / пл.об.прол.дії 5 / 1000мг №28 (7х4) блістер,23
ЛЬВОВСКАЯ,Онгліза табл.в / пл.об. 2.5мг N30 (10х3) блістер,3
ЛЬВОВСКАЯ,Онгліза табл.в / пл.об. 5мг N30 (10х3) блістер,13
ЛЬВОВСКАЯ,Пульмікорт Турбухалер пор.д / інг. 100 мкг / доза 200 доз ***,21
ЛЬВОВСКАЯ,Пульмікорт Турбухалер пор.д / інг. 200мкг / доза 100 доз ***,9
ЛЬВОВСКАЯ,Пульмікорт сусп.д / розп.0.25мг / мл 2 мл N20 (5х4) *,306
ЛЬВОВСКАЯ,Пульмікорт сусп.д / розп.0.5мг / мл 2 мл N20 (5х4) ***,838
ЛЬВОВСКАЯ,Сероквель XR табл.прол.дії 200мг N60 (10х6) блістер,2
ЛЬВОВСКАЯ,Симбікорт Турбухалер пор.д / інг.320мкг / 9мкг / доза 60 доз ***,93
ЛЬВОВСКАЯ,Симбікорт Турбухалер пор.д / інг.80мкг / 4.5мкг / доза 60 доз ***,124
ЛЬВОВСКАЯ,Фазлодекс р-н д / ін 250мг / 5мл предв.заполн.шпріц 5мл N2 з 2-ма стер.ігламі*,3
ЛЬВОВСКАЯ,Форксіга табл.в / пл.об.10мг №30 (10х3) блістер*,437
НИКОЛАЕВСКАЯ,Беталок ЗОК табл.в / пл.об. з упов.вив.25мг N14 блістер *,18
НИКОЛАЕВСКАЯ,Беталок ЗОК табл.в / пл.об. з упов.вив.50мг N30 фл. *,9
НИКОЛАЕВСКАЯ,Брилінта табл. в / пл.об. 90мг №56 (14х4) блістер,25
НИКОЛАЕВСКАЯ,Золадекс капс.д / підшк.введ.прол.дії10.8мг шпр.-аплік.з зах.мех.N1 *,1
НИКОЛАЕВСКАЯ,Золадекс капс.д / підшк.введен.прол.дії 3.6мг шпр.-аплік.з зах.мех.N1 *,10
НИКОЛАЕВСКАЯ,Комбогліза XR табл. в / пл.об. 5 мг / 1000мг №28 (7х4),2
НИКОЛАЕВСКАЯ,Крестор табл. в / пл.об. 40мг N28 (7х4),3
НИКОЛАЕВСКАЯ,Крестор табл. в / пл.об. 5мг N28 (14х2) блістер,19
НИКОЛАЕВСКАЯ,Крестор табл.в / пл.об. 20мг N28 (14х2) блістер,9
НИКОЛАЕВСКАЯ,Крестор табл.в / пл.об.10мг N28 (14х2),24
НИКОЛАЕВСКАЯ,Ксігдуо Пролонг табл.в / пл.об.прол.дії 10 / 1000мг №28 (7х4) блістер,38
НИКОЛАЕВСКАЯ,Ксігдуо Пролонг табл.в / пл.об.прол.дії 5 / 1000мг №28 (7х4) блістер,10
НИКОЛАЕВСКАЯ,Пульмікорт Турбухалер пор.д / інг. 200мкг / доза 100 доз ***,3
НИКОЛАЕВСКАЯ,Пульмікорт сусп.д / розп.0.25мг / мл 2 мл N20 (5х4) *,62
НИКОЛАЕВСКАЯ,Пульмікорт сусп.д / розп.0.5мг / мл 2 мл N20 (5х4) ***,85
НИКОЛАЕВСКАЯ,Сероквель XR табл.прол.дії 200мг N60 (10х6) блістер,1
НИКОЛАЕВСКАЯ,Симбікорт Турбухалер пор.д / інг.320мкг / 9мкг / доза 60 доз ***,12
НИКОЛАЕВСКАЯ,Симбікорт Турбухалер пор.д / інг.80мкг / 4.5мкг / доза 60 доз ***,13
НИКОЛАЕВСКАЯ,Форксіга табл.в / пл.об.10мг №30 (10х3) блістер*,97
ОДЕССКАЯ,Аримідекс табл.в / пл.об. 1 мг N28 (14х2) блістер *,3
ОДЕССКАЯ,Беталок ЗОК табл.в / пл.об. з упов.вив.100мг N30 фл. *,35
ОДЕССКАЯ,Беталок ЗОК табл.в / пл.об. з упов.вив.25мг N14 блістер *,210
ОДЕССКАЯ,Беталок ЗОК табл.в / пл.об. з упов.вив.50мг N30 фл. *,123
ОДЕССКАЯ,Беталок р-н д / ін.1мг / мл 5 мл амп. N5 *,14
ОДЕССКАЯ,Брилінта табл. в / пл.об. 60мг №56 (14х4) блістер,11
ОДЕССКАЯ,Брилінта табл. в / пл.об. 90мг №56 (14х4) блістер,97
ОДЕССКАЯ,Будесонід Астразенека сусп.д/расп.0.25 мг/мл 2мл конт.конв.№20(5х4) карт уп*,15
ОДЕССКАЯ,Будесонід Астразенека сусп.д/расп.0.5 мг/мл конт.конв.№20(5х4) карт уп***,86
ОДЕССКАЯ,Золадекс капс.д / підшк.введ.прол.дії10.8мг шпр.-аплік.з зах.мех.N1 *,20
ОДЕССКАЯ,Золадекс капс.д / підшк.введен.прол.дії 3.6мг шпр.-аплік.з зах.мех.N1 *,31
ОДЕССКАЯ,Касодекс табл. в / пл.об. 50мг N28 (14х2) блістер *,2
ОДЕССКАЯ,Комбогліза XR табл. в / пл.об. 5 мг / 1000мг №28 (7х4),19
ОДЕССКАЯ,Крестор табл. в / пл.об. 40мг N28 (7х4),42
ОДЕССКАЯ,Крестор табл. в / пл.об. 5мг N28 (14х2) блістер,86
ОДЕССКАЯ,Крестор табл.в / пл.об. 20мг N28 (14х2) блістер,141
ОДЕССКАЯ,Крестор табл.в / пл.об.10мг N28 (14х2),197
ОДЕССКАЯ,Ксігдуо Пролонг табл.в / пл.об.прол.дії 10 / 1000мг №28 (7х4) блістер,292
ОДЕССКАЯ,Ксігдуо Пролонг табл.в / пл.об.прол.дії 5 / 1000мг №28 (7х4) блістер,44
ОДЕССКАЯ,Онгліза табл.в / пл.об. 2.5мг N30 (10х3) блістер,5
ОДЕССКАЯ,Онгліза табл.в / пл.об. 5мг N30 (10х3) блістер,18
ОДЕССКАЯ,Пульмікорт Турбухалер пор.д / інг. 100 мкг / доза 200 доз ***,16
ОДЕССКАЯ,Пульмікорт Турбухалер пор.д / інг. 200мкг / доза 100 доз ***,13
ОДЕССКАЯ,Пульмікорт сусп.д / розп.0.25мг / мл 2 мл N20 (5х4) *,191
ОДЕССКАЯ,Пульмікорт сусп.д / розп.0.5мг / мл 2 мл N20 (5х4) ***,477
ОДЕССКАЯ,Сероквель XR табл.прол.дії 200мг N60 (10х6) блістер,1
ОДЕССКАЯ,Сероквель XR табл.прол.дії50мг N60 (10х6) блістер,2
ОДЕССКАЯ,Симбікорт Турбухалер пор.д / інг.320мкг / 9мкг / доза 60 доз ***,87
ОДЕССКАЯ,Симбікорт Турбухалер пор.д / інг.80мкг / 4.5мкг / доза 60 доз ***,147
ОДЕССКАЯ,Форксіга табл.в / пл.об.10мг №30 (10х3) блістер*,585
ПОЛТАВСКАЯ,Аримідекс табл.в / пл.об. 1 мг N28 (14х2) блістер *,1
ПОЛТАВСКАЯ,Беталок ЗОК табл.в / пл.об. з упов.вив.100мг N30 фл. *,7
ПОЛТАВСКАЯ,Беталок ЗОК табл.в / пл.об. з упов.вив.25мг N14 блістер *,21
ПОЛТАВСКАЯ,Беталок ЗОК табл.в / пл.об. з упов.вив.50мг N30 фл. *,28
ПОЛТАВСКАЯ,Брилінта табл. в / пл.об. 90мг №56 (14х4) блістер,135
ПОЛТАВСКАЯ,Будесонід Астразенека сусп.д/расп.0.25 мг/мл 2мл конт.конв.№20(5х4) карт уп*,0
ПОЛТАВСКАЯ,Будесонід Астразенека сусп.д/расп.0.5 мг/мл конт.конв.№20(5х4) карт уп***,46
ПОЛТАВСКАЯ,Золадекс капс.д / підшк.введ.прол.дії10.8мг шпр.-аплік.з зах.мех.N1 *,3
ПОЛТАВСКАЯ,Золадекс капс.д / підшк.введен.прол.дії 3.6мг шпр.-аплік.з зах.мех.N1 *,13
ПОЛТАВСКАЯ,Комбогліза XR табл. в / пл.об. 5 мг / 1000мг №28 (7х4),3
ПОЛТАВСКАЯ,Крестор табл. в / пл.об. 40мг N28 (7х4),10
ПОЛТАВСКАЯ,Крестор табл. в / пл.об. 5мг N28 (14х2) блістер,55
ПОЛТАВСКАЯ,Крестор табл.в / пл.об. 20мг N28 (14х2) блістер,65
ПОЛТАВСКАЯ,Крестор табл.в / пл.об.10мг N28 (14х2),117
ПОЛТАВСКАЯ,Ксігдуо Пролонг табл.в / пл.об.прол.дії 10 / 1000мг №28 (7х4) блістер,93
ПОЛТАВСКАЯ,Ксігдуо Пролонг табл.в / пл.об.прол.дії 5 / 1000мг №28 (7х4) блістер,28
ПОЛТАВСКАЯ,Онгліза табл.в / пл.об. 5мг N30 (10х3) блістер,7
ПОЛТАВСКАЯ,Пульмікорт Турбухалер пор.д / інг. 100 мкг / доза 200 доз ***,9
ПОЛТАВСКАЯ,Пульмікорт Турбухалер пор.д / інг. 200мкг / доза 100 доз ***,15
ПОЛТАВСКАЯ,Пульмікорт сусп.д / розп.0.25мг / мл 2 мл N20 (5х4) *,156
ПОЛТАВСКАЯ,Пульмікорт сусп.д / розп.0.5мг / мл 2 мл N20 (5х4) ***,260
ПОЛТАВСКАЯ,Сероквель XR табл.прол.дії 200мг N60 (10х6) блістер,1
ПОЛТАВСКАЯ,Симбікорт Турбухалер пор.д / інг.320мкг / 9мкг / доза 60 доз ***,36
ПОЛТАВСКАЯ,Симбікорт Турбухалер пор.д / інг.80мкг / 4.5мкг / доза 60 доз ***,71
ПОЛТАВСКАЯ,Форксіга табл.в / пл.об.10мг №30 (10х3) блістер*,217
РОВЕНСКАЯ,Беталок ЗОК табл.в / пл.об. з упов.вив.100мг N30 фл. *,8
РОВЕНСКАЯ,Беталок ЗОК табл.в / пл.об. з упов.вив.25мг N14 блістер *,29
РОВЕНСКАЯ,Беталок ЗОК табл.в / пл.об. з упов.вив.50мг N30 фл. *,48
РОВЕНСКАЯ,Беталок р-н д / ін.1мг / мл 5 мл амп. N5 *,3
РОВЕНСКАЯ,Брилінта табл. в / пл.об. 60мг №56 (14х4) блістер,1
РОВЕНСКАЯ,Брилінта табл. в / пл.об. 90мг №56 (14х4) блістер,127
РОВЕНСКАЯ,Будесонід Астразенека сусп.д/расп.0.25 мг/мл 2мл конт.конв.№20(5х4) карт уп*,2
РОВЕНСКАЯ,Будесонід Астразенека сусп.д/расп.0.5 мг/мл конт.конв.№20(5х4) карт уп***,35
РОВЕНСКАЯ,Золадекс капс.д / підшк.введ.прол.дії10.8мг шпр.-аплік.з зах.мех.N1 *,1
РОВЕНСКАЯ,Золадекс капс.д / підшк.введен.прол.дії 3.6мг шпр.-аплік.з зах.мех.N1 *,10
РОВЕНСКАЯ,Крестор табл. в / пл.об. 40мг N28 (7х4),2
РОВЕНСКАЯ,Крестор табл. в / пл.об. 5мг N28 (14х2) блістер,18
РОВЕНСКАЯ,Крестор табл.в / пл.об. 20мг N28 (14х2) блістер,37
РОВЕНСКАЯ,Крестор табл.в / пл.об.10мг N28 (14х2),57
РОВЕНСКАЯ,Ксігдуо Пролонг табл.в / пл.об.прол.дії 10 / 1000мг №28 (7х4) блістер,25
РОВЕНСКАЯ,Ксігдуо Пролонг табл.в / пл.об.прол.дії 5 / 1000мг №28 (7х4) блістер,14
РОВЕНСКАЯ,Онгліза табл.в / пл.об. 5мг N30 (10х3) блістер,1
РОВЕНСКАЯ,Пульмікорт Турбухалер пор.д / інг. 100 мкг / доза 200 доз ***,3
РОВЕНСКАЯ,Пульмікорт Турбухалер пор.д / інг. 200мкг / доза 100 доз ***,2
РОВЕНСКАЯ,Пульмікорт сусп.д / розп.0.25мг / мл 2 мл N20 (5х4) *,114
РОВЕНСКАЯ,Пульмікорт сусп.д / розп.0.5мг / мл 2 мл N20 (5х4) ***,397
РОВЕНСКАЯ,Симбікорт Турбухалер пор.д / інг.320мкг / 9мкг / доза 60 доз ***,14
РОВЕНСКАЯ,Симбікорт Турбухалер пор.д / інг.80мкг / 4.5мкг / доза 60 доз ***,13
РОВЕНСКАЯ,Форксіга табл.в / пл.об.10мг №30 (10х3) блістер*,108
СУМСКАЯ,Беталок ЗОК табл.в / пл.об. з упов.вив.100мг N30 фл. *,20
СУМСКАЯ,Беталок ЗОК табл.в / пл.об. з упов.вив.25мг N14 блістер *,64
СУМСКАЯ,Беталок ЗОК табл.в / пл.об. з упов.вив.50мг N30 фл. *,27
СУМСКАЯ,Брилінта табл. в / пл.об. 90мг №56 (14х4) блістер,7
СУМСКАЯ,Будесонід Астразенека сусп.д/расп.0.5 мг/мл конт.конв.№20(5х4) карт уп***,29
СУМСКАЯ,Золадекс капс.д / підшк.введ.прол.дії10.8мг шпр.-аплік.з зах.мех.N1 *,2
СУМСКАЯ,Золадекс капс.д / підшк.введен.прол.дії 3.6мг шпр.-аплік.з зах.мех.N1 *,7
СУМСКАЯ,Касодекс табл. в / пл.об. 50мг N28 (14х2) блістер *,1
СУМСКАЯ,Комбогліза XR табл. в / пл.об. 5 мг / 1000мг №28 (7х4),2
СУМСКАЯ,Крестор табл. в / пл.об. 40мг N28 (7х4),7
СУМСКАЯ,Крестор табл. в / пл.об. 5мг N28 (14х2) блістер,14
СУМСКАЯ,Крестор табл.в / пл.об. 20мг N28 (14х2) блістер,42
СУМСКАЯ,Крестор табл.в / пл.об.10мг N28 (14х2),47
СУМСКАЯ,Ксігдуо Пролонг табл.в / пл.об.прол.дії 10 / 1000мг №28 (7х4) блістер,45
СУМСКАЯ,Ксігдуо Пролонг табл.в / пл.об.прол.дії 5 / 1000мг №28 (7х4) блістер,1
СУМСКАЯ,Пульмікорт Турбухалер пор.д / інг. 100 мкг / доза 200 доз ***,1
СУМСКАЯ,Пульмікорт Турбухалер пор.д / інг. 200мкг / доза 100 доз ***,8
СУМСКАЯ,Пульмікорт сусп.д / розп.0.25мг / мл 2 мл N20 (5х4) *,40
СУМСКАЯ,Пульмікорт сусп.д / розп.0.5мг / мл 2 мл N20 (5х4) ***,93
СУМСКАЯ,Сероквель XR табл.прол.дії 200мг N60 (10х6) блістер,2
СУМСКАЯ,Симбікорт Турбухалер пор.д / інг.320мкг / 9мкг / доза 60 доз ***,15
СУМСКАЯ,Симбікорт Турбухалер пор.д / інг.80мкг / 4.5мкг / доза 60 доз ***,15
СУМСКАЯ,Форксіга табл.в / пл.об.10мг №30 (10х3) блістер*,78
ТЕРНОПОЛЬСКАЯ,Беталок ЗОК табл.в / пл.об. з упов.вив.100мг N30 фл. *,7
ТЕРНОПОЛЬСКАЯ,Беталок ЗОК табл.в / пл.об. з упов.вив.25мг N14 блістер *,156
ТЕРНОПОЛЬСКАЯ,Беталок ЗОК табл.в / пл.об. з упов.вив.50мг N30 фл. *,62
ТЕРНОПОЛЬСКАЯ,Беталок р-н д / ін.1мг / мл 5 мл амп. N5 *,2
ТЕРНОПОЛЬСКАЯ,Брилінта табл. в / пл.об. 90мг №56 (14х4) блістер,45
ТЕРНОПОЛЬСКАЯ,Будесонід Астразенека сусп.д/расп.0.5 мг/мл конт.конв.№20(5х4) карт уп***,70
ТЕРНОПОЛЬСКАЯ,Золадекс капс.д / підшк.введ.прол.дії10.8мг шпр.-аплік.з зах.мех.N1 *,3
ТЕРНОПОЛЬСКАЯ,Золадекс капс.д / підшк.введен.прол.дії 3.6мг шпр.-аплік.з зах.мех.N1 *,30
ТЕРНОПОЛЬСКАЯ,Касодекс табл. в / пл.об. 50мг N28 (14х2) блістер *,4
ТЕРНОПОЛЬСКАЯ,Комбогліза XR табл. в / пл.об. 5 мг / 1000мг №28 (7х4),2
ТЕРНОПОЛЬСКАЯ,Крестор табл. в / пл.об. 40мг N28 (7х4),7
ТЕРНОПОЛЬСКАЯ,Крестор табл. в / пл.об. 5мг N28 (14х2) блістер,17
ТЕРНОПОЛЬСКАЯ,Крестор табл.в / пл.об. 20мг N28 (14х2) блістер,21
ТЕРНОПОЛЬСКАЯ,Крестор табл.в / пл.об.10мг N28 (14х2),45
ТЕРНОПОЛЬСКАЯ,Ксігдуо Пролонг табл.в / пл.об.прол.дії 10 / 1000мг №28 (7х4) блістер,76
ТЕРНОПОЛЬСКАЯ,Ксігдуо Пролонг табл.в / пл.об.прол.дії 5 / 1000мг №28 (7х4) блістер,2
ТЕРНОПОЛЬСКАЯ,Онгліза табл.в / пл.об. 2.5мг N30 (10х3) блістер,1
ТЕРНОПОЛЬСКАЯ,Онгліза табл.в / пл.об. 5мг N30 (10х3) блістер,2
ТЕРНОПОЛЬСКАЯ,Пульмікорт Турбухалер пор.д / інг. 100 мкг / доза 200 доз ***,5
ТЕРНОПОЛЬСКАЯ,Пульмікорт Турбухалер пор.д / інг. 200мкг / доза 100 доз ***,1
ТЕРНОПОЛЬСКАЯ,Пульмікорт сусп.д / розп.0.25мг / мл 2 мл N20 (5х4) *,74
ТЕРНОПОЛЬСКАЯ,Пульмікорт сусп.д / розп.0.5мг / мл 2 мл N20 (5х4) ***,288
ТЕРНОПОЛЬСКАЯ,Сероквель XR табл.прол.дії 200мг N60 (10х6) блістер,1
ТЕРНОПОЛЬСКАЯ,Сероквель XR табл.прол.дії50мг N60 (10х6) блістер,1
ТЕРНОПОЛЬСКАЯ,Симбікорт Турбухалер пор.д / інг.320мкг / 9мкг / доза 60 доз ***,35
ТЕРНОПОЛЬСКАЯ,Симбікорт Турбухалер пор.д / інг.80мкг / 4.5мкг / доза 60 доз ***,75
ТЕРНОПОЛЬСКАЯ,Форксіга табл.в / пл.об.10мг №30 (10х3) блістер*,84
ХАРЬКОВСКАЯ,Аримідекс табл.в / пл.об. 1 мг N28 (14х2) блістер *,2
ХАРЬКОВСКАЯ,Беталок ЗОК табл.в / пл.об. з упов.вив.100мг N30 фл. *,12
ХАРЬКОВСКАЯ,Беталок ЗОК табл.в / пл.об. з упов.вив.25мг N14 блістер *,74
ХАРЬКОВСКАЯ,Беталок ЗОК табл.в / пл.об. з упов.вив.50мг N30 фл. *,48
ХАРЬКОВСКАЯ,Беталок р-н д / ін.1мг / мл 5 мл амп. N5 *,3
ХАРЬКОВСКАЯ,Брилінта табл. в / пл.об. 60мг №56 (14х4) блістер,1
ХАРЬКОВСКАЯ,Брилінта табл. в / пл.об. 90мг №56 (14х4) блістер,162
ХАРЬКОВСКАЯ,Будесонід Астразенека сусп.д/расп.0.5 мг/мл конт.конв.№20(5х4) карт уп***,85
ХАРЬКОВСКАЯ,Золадекс капс.д / підшк.введ.прол.дії10.8мг шпр.-аплік.з зах.мех.N1 *,2
ХАРЬКОВСКАЯ,Золадекс капс.д / підшк.введен.прол.дії 3.6мг шпр.-аплік.з зах.мех.N1 *,16
ХАРЬКОВСКАЯ,Касодекс табл. в / пл.об. 50мг N28 (14х2) блістер *,1
ХАРЬКОВСКАЯ,Касодекс® табл. в / пл.об.150мг N28 *,1
ХАРЬКОВСКАЯ,Комбогліза XR табл. в / пл.об. 5 мг / 1000мг №28 (7х4),9
ХАРЬКОВСКАЯ,Крестор табл. в / пл.об. 40мг N28 (7х4),5
ХАРЬКОВСКАЯ,Крестор табл. в / пл.об. 5мг N28 (14х2) блістер,58
ХАРЬКОВСКАЯ,Крестор табл.в / пл.об. 20мг N28 (14х2) блістер,89
ХАРЬКОВСКАЯ,Крестор табл.в / пл.об.10мг N28 (14х2),142
ХАРЬКОВСКАЯ,Ксігдуо Пролонг табл.в / пл.об.прол.дії 10 / 1000мг №28 (7х4) блістер,146
ХАРЬКОВСКАЯ,Ксігдуо Пролонг табл.в / пл.об.прол.дії 5 / 1000мг №28 (7х4) блістер,22
ХАРЬКОВСКАЯ,Онгліза табл.в / пл.об. 5мг N30 (10х3) блістер,25
ХАРЬКОВСКАЯ,Пульмікорт Турбухалер пор.д / інг. 100 мкг / доза 200 доз ***,5
ХАРЬКОВСКАЯ,Пульмікорт Турбухалер пор.д / інг. 200мкг / доза 100 доз ***,7
ХАРЬКОВСКАЯ,Пульмікорт сусп.д / розп.0.25мг / мл 2 мл N20 (5х4) *,94
ХАРЬКОВСКАЯ,Пульмікорт сусп.д / розп.0.5мг / мл 2 мл N20 (5х4) ***,286
ХАРЬКОВСКАЯ,Сероквель XR табл.прол.дії 200мг N60 (10х6) блістер,6
ХАРЬКОВСКАЯ,Сероквель XR табл.прол.дії50мг N60 (10х6) блістер,2
ХАРЬКОВСКАЯ,Симбікорт Турбухалер пор.д / інг.320мкг / 9мкг / доза 60 доз ***,39
ХАРЬКОВСКАЯ,Симбікорт Турбухалер пор.д / інг.80мкг / 4.5мкг / доза 60 доз ***,41
ХАРЬКОВСКАЯ,Фазлодекс р-н д / ін 250мг / 5мл предв.заполн.шпріц 5мл N2 з 2-ма стер.ігламі*,1
ХАРЬКОВСКАЯ,Форксіга табл.в / пл.об.10мг №30 (10х3) блістер*,333
ХЕРСОНСКАЯ,Беталок ЗОК табл.в / пл.об. з упов.вив.25мг N14 блістер *,5
ХЕРСОНСКАЯ,Беталок ЗОК табл.в / пл.об. з упов.вив.50мг N30 фл. *,1
ХЕРСОНСКАЯ,Брилінта табл. в / пл.об. 90мг №56 (14х4) блістер,5
ХЕРСОНСКАЯ,Крестор табл. в / пл.об. 5мг N28 (14х2) блістер,4
ХЕРСОНСКАЯ,Крестор табл.в / пл.об. 20мг N28 (14х2) блістер,5
ХЕРСОНСКАЯ,Крестор табл.в / пл.об.10мг N28 (14х2),5
ХЕРСОНСКАЯ,Ксігдуо Пролонг табл.в / пл.об.прол.дії 10 / 1000мг №28 (7х4) блістер,4
ХЕРСОНСКАЯ,Онгліза табл.в / пл.об. 5мг N30 (10х3) блістер,1
ХЕРСОНСКАЯ,Пульмікорт сусп.д / розп.0.25мг / мл 2 мл N20 (5х4) *,2
ХЕРСОНСКАЯ,Пульмікорт сусп.д / розп.0.5мг / мл 2 мл N20 (5х4) ***,2
ХЕРСОНСКАЯ,Форксіга табл.в / пл.об.10мг №30 (10х3) блістер*,20
ХМЕЛЬНИЦКАЯ,Беталок ЗОК табл.в / пл.об. з упов.вив.100мг N30 фл. *,2
ХМЕЛЬНИЦКАЯ,Беталок ЗОК табл.в / пл.об. з упов.вив.25мг N14 блістер *,8
ХМЕЛЬНИЦКАЯ,Беталок ЗОК табл.в / пл.об. з упов.вив.50мг N30 фл. *,11
ХМЕЛЬНИЦКАЯ,Беталок р-н д / ін.1мг / мл 5 мл амп. N5 *,2
ХМЕЛЬНИЦКАЯ,Брилінта табл. в / пл.об. 60мг №56 (14х4) блістер,1
ХМЕЛЬНИЦКАЯ,Брилінта табл. в / пл.об. 90мг №56 (14х4) блістер,81
ХМЕЛЬНИЦКАЯ,Будесонід Астразенека сусп.д/расп.0.5 мг/мл конт.конв.№20(5х4) карт уп***,78
ХМЕЛЬНИЦКАЯ,Золадекс капс.д / підшк.введ.прол.дії10.8мг шпр.-аплік.з зах.мех.N1 *,3
ХМЕЛЬНИЦКАЯ,Золадекс капс.д / підшк.введен.прол.дії 3.6мг шпр.-аплік.з зах.мех.N1 *,6
ХМЕЛЬНИЦКАЯ,Касодекс табл. в / пл.об. 50мг N28 (14х2) блістер *,2
ХМЕЛЬНИЦКАЯ,Комбогліза XR табл. в / пл.об. 5 мг / 1000мг №28 (7х4),1
ХМЕЛЬНИЦКАЯ,Крестор табл. в / пл.об. 40мг N28 (7х4),2
ХМЕЛЬНИЦКАЯ,Крестор табл. в / пл.об. 5мг N28 (14х2) блістер,16
ХМЕЛЬНИЦКАЯ,Крестор табл.в / пл.об. 20мг N28 (14х2) блістер,19
ХМЕЛЬНИЦКАЯ,Крестор табл.в / пл.об.10мг N28 (14х2),36
ХМЕЛЬНИЦКАЯ,Ксігдуо Пролонг табл.в / пл.об.прол.дії 10 / 1000мг №28 (7х4) блістер,73
ХМЕЛЬНИЦКАЯ,Ксігдуо Пролонг табл.в / пл.об.прол.дії 5 / 1000мг №28 (7х4) блістер,13
ХМЕЛЬНИЦКАЯ,Онгліза табл.в / пл.об. 5мг N30 (10х3) блістер,4
ХМЕЛЬНИЦКАЯ,Пульмікорт Турбухалер пор.д / інг. 100 мкг / доза 200 доз ***,6
ХМЕЛЬНИЦКАЯ,Пульмікорт Турбухалер пор.д / інг. 200мкг / доза 100 доз ***,3
ХМЕЛЬНИЦКАЯ,Пульмікорт сусп.д / розп.0.25мг / мл 2 мл N20 (5х4) *,144
ХМЕЛЬНИЦКАЯ,Пульмікорт сусп.д / розп.0.5мг / мл 2 мл N20 (5х4) ***,371
ХМЕЛЬНИЦКАЯ,Симбікорт Турбухалер пор.д / інг.320мкг / 9мкг / доза 60 доз ***,29
ХМЕЛЬНИЦКАЯ,Симбікорт Турбухалер пор.д / інг.80мкг / 4.5мкг / доза 60 доз ***,68
ХМЕЛЬНИЦКАЯ,Форксіга табл.в / пл.об.10мг №30 (10х3) блістер*,110
ЧЕРКАССКАЯ,Беталок ЗОК табл.в / пл.об. з упов.вив.100мг N30 фл. *,7
ЧЕРКАССКАЯ,Беталок ЗОК табл.в / пл.об. з упов.вив.25мг N14 блістер *,54
ЧЕРКАССКАЯ,Беталок ЗОК табл.в / пл.об. з упов.вив.50мг N30 фл. *,33
ЧЕРКАССКАЯ,Брилінта табл. в / пл.об. 90мг №56 (14х4) блістер,78
ЧЕРКАССКАЯ,Будесонід Астразенека сусп.д/расп.0.5 мг/мл конт.конв.№20(5х4) карт уп***,36
ЧЕРКАССКАЯ,Золадекс капс.д / підшк.введ.прол.дії 3.6мг шпр.-аплік.з зах.мех.N1 Смотка 3 уп *,3
